class_name,label_num,file_name,window_id,n_pkt,duration,len_mean,len_std,len_min,len_max,len_p25,len_p50,len_p75,small_ratio,large_ratio,dt_mean,dt_std,dt_p50,dt_p90,silence_ratio,burstiness,up_ratio,down_ratio,up_bytes_ratio,down_bytes_ratio,switch_rate,signed_len_mean,signed_len_std,tcp_ratio,udp_ratio,tls_ratio,ssh_ratio,stun_ratio,ack_ratio,syn_ratio,fin_ratio,appdata_ratio
bittorrent,2,vpn_bittorrent.xlsx,47,50,0.00957799999999764,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000195469387755054,0.000749524713347374,2.3999999999802e-05,0.000256799999998947,0,0.586305591691874,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,48,50,0.00675999999999988,687.68,654.808694293569,52,1360,52,248,1360,0.5,0.48,0.000137959183673467,0.000355154072151218,1.69999999997117e-05,0.000256799999998947,0,0.440456398022429,0.5,0.5,0.0378082829222894,0.962191717077711,1,-635.68,706.394739620324,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,49,50,0.00430000000000064,687.68,654.808694293569,52,1360,52,248,1360,0.5,0.48,8.77551020408293e-05,0.000346249821336008,1.89999999982149e-05,0.000143599999998401,0,0.595603195659145,0.5,0.5,0.0378082829222894,0.962191717077711,1,-635.68,706.394739620324,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,50,50,0.00109299999999735,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,2.23061224489254e-05,4.4513670222891e-05,9.99999999962142e-06,2.40000000019336e-05,0,0.332349845545968,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,51,50,0.00142800000000065,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,2.91428571428704e-05,6.34812964580779e-05,2.2999999998774e-05,2.40000000033547e-05,0,0.370728778403364,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,52,50,0.00338300000000302,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,6.90408163265923e-05,0.000226338054612549,1.20000000016773e-05,2.50000000008299e-05,0,0.532527048348855,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,53,50,0.0134460000000018,758.32,658.522323548902,52,1360,52,1360,1360,0.46,0.54,0.000274408163265344,0.000865185286474371,2.3999999999802e-05,0.000722399999999369,0,0.518410423773361,0.46,0.54,0.0315434117522945,0.968456588247705,0.857142857142857,-710.48,710.881896675114,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,54,50,0.175471000000002,762.5,654.361637828215,52,1360,52,1360,1360,0.44,0.54,0.00358104081632657,0.0229806074839554,2.59999999983052e-05,0.000981399999999156,0,0.730360045743951,0.44,0.56,0.034255737704918,0.965744262295082,0.816326530612245,-710.26,711.826016635514,0.96,0,0,0,0,0.96,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,55,50,0.168018,788.66,651.517024383265,52,1360,52,1360,1360,0.42,0.56,0.0034289387755102,0.0229888664487907,3.59999999979266e-05,0.000487400000000093,0,0.740406990936846,0.42,0.58,0.0318007759997971,0.968199224000203,0.755102040816326,-738.5,708.971150214686,0.96,0,0,0,0,0.96,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,56,50,0.027079999999998,915.28,625.901701873516,52,1360,52,1360,1360,0.34,0.66,0.000552653061224449,0.00164557376709755,3.79999999999825e-05,0.00141700000000071,0,0.497182862019413,0.34,0.66,0.0193164933135215,0.980683506686478,0.612244897959184,-879.92,675.66758642615,1,0,0,0,0,1,0,0,0
